Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"Event / equipmentDetails / transportPhase",transportPhase,string,,,,EXPORT,"The phase of the transport lifecycle in which the event occurs
- `EXPORT` - Considered active until the vessel departs the Port of Loading
- `IMPORT` - Considered to start when the vessel arrives at the Port of Discharge; may remain active until the empty container is returned after stripping
- `TRANSSHIPMENT` - Any intermediate arrival/departure or load/discharge that the carrier chooses to classify as such",
"Event / eventClassification",eventClassification,EventClassification,,,,,"Type, subtype and classifier of an event",
"Event / eventClassification / equipmentEventType",equipmentEventType,string,,,,LOADED,"The type of an equipment event
- `AVAILABLE_FOR_DROP_OFF` - Available for drop-off
- `AVAILABLE_FOR_PICKUP` - Available for pickup
- `CROSSED` - Crossed
- `CUSTOMS_RELEASED` - Released by customs
- `CUSTOMS_SELECTED_FOR_INSPECTION` - Selected for customs inspection
- `CUSTOMS_SELECTED_FOR_SCAN` - Selected for customs scan
- `DISCHARGED` - Discharged
- `DROPPED_OFF` - Dropped off
- `GATED_IN` - Gated in
- `GATED_OUT` - Gated out
- `INSPECTED` - Inspected
- `LOADED` - Loaded
- `PICKED_UP` - Picked up
- `REMOVED` - Removed
- `RESEALED` - Resealed
- `STRIPPED` - Stripped
- `STUFFED` - Stuffed",
"Event / eventClassification / eventClassifier",eventClassifier,string,,maxLength=10,,ESTIMATED,"Classifier denoting whether a timestamp or event is planned, estimated or actual
- `ACTUAL` - Actual
- `ESTIMATED` - Estimated
- `PLANNED` - Planned",
"Event / eventClassification / eventType",eventType,string,,,,EQUIPMENT,"The type of a Track and Trace event
- `SHIPMENT` - Shipment event
- `TRANSPORT` - Transport event
- `EQUIPMENT` - Equipment event
- `IOT` - IoT event
- `REEFER` - Reefer event",
"Event / eventClassification / iotEventType",iotEventType,string,,,,DOOR_OPENED,"The type of an IoT event
- `BREADCRUMB` - Periodic geolocation update
- `DEVICE_STATUS` - IoT device status update (pairing/unpairing, power status)
- `DOOR_CLOSED` - Door closed
- `DOOR_OPENED` - Door opened
- `GEOFENCE_ENTRY` - Geofenced area entry
- `GEOFENCE_EXIT` - Geofenced area exit
- `MOTION_START` - Motion start
- `MOTION_STOP` - Motion stop
- `PAIRING` - The IoT device is being paired with the equipment
- `UNPAIRING` - The IoT device is being unpaired from the equipment",
"Event / eventClassification / reeferEventType",reeferEventType,string,,,,MEASURED,"The type of a reefer event
- `ADJUSTED` - Adjusted
- `MEASURED` - Measured",
"Event / eventClassification / shipmentEventType",shipmentEventType,string,,,,APPROVED,"The type of a shipment event
- `AMENDMENT_CANCELLED` - Amendment Cancelled
- `AMENDMENT_CONFIRMED` - Amendment Confirmed
- `AMENDMENT_DECLINED` - Amendment Declined
- `AMENDMENT_IN_PROGRESS` - Amendment In Progress
- `AMENDMENT_RECEIVED` - Amendment Received
- `APPROVED` - Approved
- `CANCELLATION_CONFIRMED` - Cancellation Confirmed
- `CANCELLATION_DECLINED` - Cancellation Declined
- `CANCELLATION_RECEIVED` - Cancellation Received
- `CANCELLED` - Cancelled
- `COMPLETED` - Completed
- `CONFIRMED` - Confirmed
- `DECLINED` - Declined
- `DRAFTED` - Drafted
- `ISSUED` - Issued
- `ON_HOLD` - On Hold
- `PENDING_AMENDMENT` - Pending Amendment
- `PENDING_APPROVAL` - Pending Approval
- `PENDING_SURRENDER_FOR_AMENDMENT` - Pending Surrender for Amendment
- `PENDING_SURRENDER_FOR_DELIVERY` - Pending Surrender for Delivery
- `PENDING_UPDATE` - Pending Update
- `RECEIVED` - Received
- `REJECTED` - Rejected
- `RELEASED` - Released
- `REQUESTED` - Requested
- `SUBMITTED` - Submitted
- `SURRENDERED` - Surrendered
- `SURRENDERED_FOR_AMENDMENT` - Surrendered for Amendment
- `SURRENDERED_FOR_DELIVERY` - Surrendered for Delivery
- `UPDATE_CANCELLED` - Update Cancelled
- `UPDATE_CONFIRMED` - Update Confirmed
- `UPDATE_DECLINED` - Update Declined
- `UPDATE_IN_PROGRESS` - Update In Progress
- `UPDATE_RECEIVED` - Update Received
- `VOIDED` - Voided",
"Event / eventClassification / transportEventType",transportEventType,string,,,,ARRIVED,"The type of a transport event
- `APPROACHING` - Close to arriving at a certain location
- `ARRIVED` - Arrived at a certain location
- `DEPARTED` - Departed from a certain location",
"Event / eventDateTime",eventDateTime,"string(date-time)",,maxLength=30,,2025-01-23T01:23:45Z,"The date and time when the real-world event has occurred or will occur.",
"Event / eventID",eventID,string,,maxLength=500,,"event-HHL71800000-APZU4812090-IoT-DRO-2025-01-23T01:23:45Z","ID of the event, unique among all the events published by a T&T Event Producer.

An event overrides any other event that has the same `eventID` and an earlier `eventUpdatedDateTime`.

Each event is uniquely identified within each T&T 3.x standard ecosystem of connected implementers
by a composite key including:
- `eventRouting.originatingParty.partyCode`
- `eventRouting.originatingParty.codeListProvider`
- `eventRouting.originatingParty.codeListName`
- `eventID`",
"Event / eventLocation",eventLocation,Location,,,,,"The location of the event.",
"Event / eventLocation / address",address,Address,,,,,"Location address",
"Event / eventLocation / address / addressLines",addressLines,"string list",,"maxItems=5
maxLength=250",,,"Unstructured address lines, used as a fallback when structured address fields are unavailable.
Item description:
One line of an unstructured `Address`.",
"Event / eventLocation / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"Event / eventLocation / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"Event / eventLocation / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"Event / eventLocation / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"Event / eventLocation / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"Event / eventLocation / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"Event / eventLocation / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"Event / eventLocation / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"Event / eventLocation / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"Event / eventLocation / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"Event / eventLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"Event / eventLocation / facility / facilityName",facilityName,string,,maxLength=100,,"Building 123","The name of the facility.",
"Event / eventLocation / facilityType",facilityType,string,,maxLength=100,,DEPOT,"A specific type of facility
- `BORDER` - Border
- `CUSTOMER_LOCATION` - Customer location
- `DEPOT` - Depot
- `FREIGHT_STATION` - Container freight station
- `INLAND_TERMINAL` - Inland terminal
- `OFF_DOCK_STORAGE` - Off-dock storage
- `PORT_TERMINAL` - Port terminal
- `RAMP` - Ramp
- `WAYPOINT` - Waypoint",
"Event / eventLocation / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using its geographic coordinates.",
"Event / eventLocation / geoCoordinate / latitude",latitude,string,,maxLength=20,,33.629152,"Latitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"Event / eventLocation / geoCoordinate / longitude",longitude,string,,maxLength=20,,-118.587187,"Longitude expressed as decimal degrees using the ISO 6709 data interchange numeric format.",
"Event / eventLocation / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"Event / eventLocation / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"Event / eventRouting",eventRouting,EventRouting,,,,,"Routing of an event from the originating party (or parties), optionally via one or more forwarding parties, to the destination party (or parties).",
"Event / eventRouting / destinationParties",destinationParties,"Party list",,,,,"The party (or parties) intended as final recipients of the event.",
"Event / eventRouting / destinationParties / codeListName",codeListName,string,,maxLength=100,,DID,"Name of the code list in which the `codeListProvider` defines the `partyCode`, including but not limited to:
- `DID` (Decentralized Identifier) for `codeListProvider` `W3C`
- `LEI` (Legal Entity Identifier) for `codeListProvider` `GLEIF`
- `DUNS` (Data Universal Numbering System) for `codeListProvider` `DNB`",
"Event / eventRouting / destinationParties / codeListProvider",codeListProvider,string,,maxLength=100,,W3C,"Code of the provider of a list of codes identifying a party, including but not limited to:
- `SMDG` (Ship Message Design Group)
- `ZZZ` (Mutually defined)

or any other code as defined in the
[DCSA Code List Providers](https://dcsa.atlassian.net/wiki/external/ZjA4M2I3MjA4MDg1NDEwYzlkYTcxNDRhYWQwNzFiYzY).",
"Event / eventRouting / destinationParties / partyCode",partyCode,string,,maxLength=150,,MSK,"Code identifying the party as per the `codeListProvider` and `codeListName`.",
"Event / eventRouting / destinationParties / partyFunction",partyFunction,string,,maxLength=3,,CA,"Code identifying the function of the party, as defined in
[UN/EDIFACT 16A 3035](https://unece.org/fileadmin/DAM/trade/untdid/d16a/tred/tred3035.htm)
or a subsequent revision.",
"Event / eventRouting / forwardingParties",forwardingParties,"Party list",,,,,"Ordered list of parties forwarding the event between the originating and destination party or parties.",
"Event / eventRouting / forwardingParties / codeListName",codeListName,string,,maxLength=100,,DID,"Name of the code list in which the `codeListProvider` defines the `partyCode`, including but not limited to:
- `DID` (Decentralized Identifier) for `codeListProvider` `W3C`
- `LEI` (Legal Entity Identifier) for `codeListProvider` `GLEIF`
- `DUNS` (Data Universal Numbering System) for `codeListProvider` `DNB`",
"Event / eventRouting / forwardingParties / codeListProvider",codeListProvider,string,,maxLength=100,,W3C,"Code of the provider of a list of codes identifying a party, including but not limited to:
- `SMDG` (Ship Message Design Group)
- `ZZZ` (Mutually defined)

or any other code as defined in the
[DCSA Code List Providers](https://dcsa.atlassian.net/wiki/external/ZjA4M2I3MjA4MDg1NDEwYzlkYTcxNDRhYWQwNzFiYzY).",
"Event / eventRouting / forwardingParties / partyCode",partyCode,string,,maxLength=150,,MSK,"Code identifying the party as per the `codeListProvider` and `codeListName`.",
"Event / eventRouting / forwardingParties / partyFunction",partyFunction,string,,maxLength=3,,CA,"Code identifying the function of the party, as defined in
[UN/EDIFACT 16A 3035](https://unece.org/fileadmin/DAM/trade/untdid/d16a/tred/tred3035.htm)
or a subsequent revision.",
"Event / eventRouting / originatingParties",originatingParties,"Party list",,,,,"The party (or parties) with which the event (data) originated.",
"Event / eventRouting / originatingParties / codeListName",codeListName,string,,maxLength=100,,DID,"Name of the code list in which the `codeListProvider` defines the `partyCode`, including but not limited to:
- `DID` (Decentralized Identifier) for `codeListProvider` `W3C`
- `LEI` (Legal Entity Identifier) for `codeListProvider` `GLEIF`
- `DUNS` (Data Universal Numbering System) for `codeListProvider` `DNB`",
"Event / eventRouting / originatingParties / codeListProvider",codeListProvider,string,,maxLength=100,,W3C,"Code of the provider of a list of codes identifying a party, including but not limited to:
- `SMDG` (Ship Message Design Group)
- `ZZZ` (Mutually defined)

or any other code as defined in the
[DCSA Code List Providers](https://dcsa.atlassian.net/wiki/external/ZjA4M2I3MjA4MDg1NDEwYzlkYTcxNDRhYWQwNzFiYzY).",
"Event / eventRouting / originatingParties / partyCode",partyCode,string,,maxLength=150,,MSK,"Code identifying the party as per the `codeListProvider` and `codeListName`.",
"Event / eventRouting / originatingParties / partyFunction",partyFunction,string,,maxLength=3,,CA,"Code identifying the function of the party, as defined in
[UN/EDIFACT 16A 3035](https://unece.org/fileadmin/DAM/trade/untdid/d16a/tred/tred3035.htm)
or a subsequent revision.",
"Event / eventUpdatedDateTime",eventUpdatedDateTime,"string(date-time)",,maxLength=30,,2025-01-23T01:23:45Z,"The date and time when the technical event was last updated.",
"Event / iotDetails",iotDetails,IotDetails,,,,,"IoT-specific details",
"Event / iotDetails / deviceModel",deviceModel,string,,maxLength=100,,,"Model of the IoT device",
"Event / iotDetails / deviceVendor",deviceVendor,string,,maxLength=100,,,"Brand name of the IoT device",
"Event / iotDetails / iotEquipmentTechnology",iotEquipmentTechnology,string,,,,SMART_CONTAINER,"The type of IoT technology used by a piece of equipment
- `SMART_CONTAINER` - The equipment is paired with an active IoT/telematics device. (SMDG code `SMC`)
- `PASSIVE_TAG` - The equipment carries a passive identification tag (e.g. RFID/NFC). (SMDG code `SMP`)
- `NONE` - The equipment is not paired with an active IoT device and carries no passive identification tag.
- `UNKNOWN` - It is not known whether the equipment has IoT technology, or of what type.",
"Event / iotDetails / powerStatus",powerStatus,string,,maxLength=20,,POWER_ON,"The power status of an IoT device or reefer container
- `INACTIVE` - The device is inactive (not operational / not commissioned).
- `POWER_OFF` - The device is connected to a power source but switched off.
- `POWER_ON` - The device is connected to a power source and powered on.
- `UNKNOWN` - The power status of the device could not be determined.",
"Event / isRetracted",isRetracted,boolean,,,,,"Flag indicating that the event is retracted.

The data in this and all previously transmitted events with the same `eventID` must be discarded or ignored.

If this flag is set, any event data other than the `eventID` is irrelevant (if present).",
"Event / reason",reason,string,,maxLength=250,,,"Free text information explaining why this event was sent",
"Event / reeferDetails",reeferDetails,ReeferDetails,,,,,"Reefer-specific details",
"Event / reeferDetails / alarms",alarms,"ReeferAlarm list",,,,,"The list of alarms that are active, or that were active within a relevant time frame",
"Event / reeferDetails / alarms / code",code,string,,maxLength=50,,,"Code of the alarm, as defined typically by the device manufacturer",
"Event / reeferDetails / alarms / description",description,string,,maxLength=500,,,"Free-text description of the alarm",
"Event / reeferDetails / alarms / endDateTime",endDateTime,"string(date-time)",,maxLength=30,,2025-01-23T01:23:45Z,"The date and time when the alarm became inactive",
"Event / reeferDetails / alarms / startDateTime",startDateTime,"string(date-time)",,maxLength=30,,2025-01-23T01:23:45Z,"The date and time when the alarm became active",
"Event / reeferDetails / ambientMeasuredTemperature","ambientMeasuredTemperature",number,,,,-15,"Ambient measured temperature value expressed in `temperatureUnit`",
"Event / reeferDetails / controllerModel",controllerModel,string,,maxLength=100,,,"Model of the reefer controller",
"Event / reeferDetails / internalSetpointTemperature","internalSetpointTemperature",number,,,,-15,"Internal setpoint temperature value expressed in `temperatureUnit`",
"Event / reeferDetails / lastDefrostDateTime",lastDefrostDateTime,"string(date-time)",,maxLength=30,,2025-01-23T01:23:45Z,"The date and time when the last defrost was completed",
"Event / reeferDetails / measuredParameters",measuredParameters,ReeferParameters,,,,,"Non-temperature measured parameters",
"Event / reeferDetails / measuredParameters / airExchangeUnit",airExchangeUnit,string,,,,MQH,"Unit in which the `airExchangeValue` is expressed:
- `MQH` (Cubic metre per hour)
- `FQH` (Cubic foot per hour)",
"Event / reeferDetails / measuredParameters / airExchangeValue",airExchangeValue,number,,,,15.4,"Air exchange rate expressed in `airExchangeUnit`",
"Event / reeferDetails / measuredParameters / co2Percentage",co2Percentage,number,,,,25,"CO<sub>2</sub> percentage",
"Event / reeferDetails / measuredParameters / humidityPercentage",humidityPercentage,number,,,,50,"Humidity percentage",
"Event / reeferDetails / measuredParameters / isBulbMode",isBulbMode,boolean,,,,true,"Flag indicating whether bulb mode is active",
"Event / reeferDetails / measuredParameters / isColdTreatment",isColdTreatment,boolean,,,,true,"Flag indicating whether cargo cold treatment is active prior to loading at origin, or during transit but prior arrival at POD.",
"Event / reeferDetails / measuredParameters / isControlledAtmosphere",isControlledAtmosphere,boolean,,,,true,"Flag indicating whether controlled atmosphere is active.",
"Event / reeferDetails / measuredParameters / isDrainholesOpen",isDrainholesOpen,boolean,,,,true,"Flag indicating whether drainholes are open",
"Event / reeferDetails / measuredParameters / isVentilationOpen",isVentilationOpen,boolean,,,,true,"Flag indicating whether the ventilation orifice is open",
"Event / reeferDetails / measuredParameters / o2Percentage",o2Percentage,number,,,,25,"O<sub>2</sub> percentage",
"Event / reeferDetails / numberOfActiveAlarms",numberOfActiveAlarms,integer,,,,,"The number of alarms that are currently active",
"Event / reeferDetails / powerStatus",powerStatus,string,,maxLength=20,,POWER_ON,"The power status of an IoT device or reefer container
- `INACTIVE` - The device is inactive (not operational / not commissioned).
- `POWER_OFF` - The device is connected to a power source but switched off.
- `POWER_ON` - The device is connected to a power source and powered on.
- `UNKNOWN` - The power status of the device could not be determined.",
"Event / reeferDetails / returnAirTemperatureMeasurement","returnAirTemperatureMeasurement","AirTemperatureMeasurement",,,,,"Return air temperature measurements",
"Event / reeferDetails / returnAirTemperatureMeasurement / sensorReadings",sensorReadings,"AirTemperatureSensorReading list",,,,,,
"Event / reeferDetails / returnAirTemperatureMeasurement / sensorReadings / sensorLabel",sensorLabel,string,,maxLength=100,,P16,"Label of the physical air temperature sensor (a COA property id, a vendor-specific id, or another identifier).",
"Event / reeferDetails / returnAirTemperatureMeasurement / sensorReadings / temperatureValue",temperatureValue,number,,,,-12.3,"Sensor temperature expressed in `ReeferDetails.temperatureUnit`.",
"Event / reeferDetails / returnAirTemperatureMeasurement / temperatureValue",temperatureValue,number,,,,-12.3,"Logical / primary temperature (e.g., controller value) expressed in `ReeferDetails.temperatureUnit`.",
"Event / reeferDetails / setpointParameters",setpointParameters,ReeferParameters,,,,,"Non-temperature setpoint parameters",
"Event / reeferDetails / setpointParameters / airExchangeUnit",airExchangeUnit,string,,,,MQH,"Unit in which the `airExchangeValue` is expressed:
- `MQH` (Cubic metre per hour)
- `FQH` (Cubic foot per hour)",
"Event / reeferDetails / setpointParameters / airExchangeValue",airExchangeValue,number,,,,15.4,"Air exchange rate expressed in `airExchangeUnit`",
"Event / reeferDetails / setpointParameters / co2Percentage",co2Percentage,number,,,,25,"CO<sub>2</sub> percentage",
"Event / reeferDetails / setpointParameters / humidityPercentage",humidityPercentage,number,,,,50,"Humidity percentage",
"Event / reeferDetails / setpointParameters / isBulbMode",isBulbMode,boolean,,,,true,"Flag indicating whether bulb mode is active",
"Event / reeferDetails / setpointParameters / isColdTreatment",isColdTreatment,boolean,,,,true,"Flag indicating whether cargo cold treatment is active prior to loading at origin, or during transit but prior arrival at POD.",
"Event / reeferDetails / setpointParameters / isControlledAtmosphere",isControlledAtmosphere,boolean,,,,true,"Flag indicating whether controlled atmosphere is active.",
"Event / reeferDetails / setpointParameters / isDrainholesOpen",isDrainholesOpen,boolean,,,,true,"Flag indicating whether drainholes are open",
"Event / reeferDetails / setpointParameters / isVentilationOpen",isVentilationOpen,boolean,,,,true,"Flag indicating whether the ventilation orifice is open",
"Event / reeferDetails / setpointParameters / o2Percentage",o2Percentage,number,,,,25,"O<sub>2</sub> percentage",
"Event / reeferDetails / supplyAirTemperatureMeasurement","supplyAirTemperatureMeasurement","AirTemperatureMeasurement",,,,,"Supply air temperature measurement",
"Event / reeferDetails / supplyAirTemperatureMeasurement / sensorReadings",sensorReadings,"AirTemperatureSensorReading list",,,,,,
"Event / reeferDetails / supplyAirTemperatureMeasurement / sensorReadings / sensorLabel",sensorLabel,string,,maxLength=100,,P16,"Label of the physical air temperature sensor (a COA property id, a vendor-specific id, or another identifier).",
"Event / reeferDetails / supplyAirTemperatureMeasurement / sensorReadings / temperatureValue",temperatureValue,number,,,,-12.3,"Sensor temperature expressed in `ReeferDetails.temperatureUnit`.",
"Event / reeferDetails / supplyAirTemperatureMeasurement / temperatureValue",temperatureValue,number,,,,-12.3,"Logical / primary temperature (e.g., controller value) expressed in `ReeferDetails.temperatureUnit`.",
"Event / reeferDetails / temperatureProbeMeasurements","temperatureProbeMeasurements","TemperatureProbeMeasurement list",,,,,"Measurements collected from each temperature probe",
"Event / reeferDetails / temperatureProbeMeasurements / COAProbeUDMKey",COAProbeUDMKey,string,,,,P20,"COA UDM reefer probe key:
- `P19` (USDA probe 1)
- `P20` (USDA probe 2)
- `P21` (USDA probe 3)
- `P22` (Cargo probe)",
"Event / reeferDetails / temperatureProbeMeasurements / measuredTemperatureValue",measuredTemperatureValue,number,,,,-12.3,"Temperature measured by the probe, expressed in `ReeferDetails.temperatureUnit`",
"Event / reeferDetails / temperatureProbeMeasurements / probeLabel",probeLabel,string,,maxLength=100,,"Pulp probe B","Label identifying the probe other than through a USDA number or COA UDM key",
"Event / reeferDetails / temperatureProbeMeasurements / USDAProbeNumber",USDAProbeNumber,integer,,,,2,"USDA reefer probe number (1-3)",
"Event / reeferDetails / temperatureUnit",temperatureUnit,string,,,,CEL,"Unit in which all temperature values are expressed:
- `CEL` (Celsius)
- `FAH` (Fahrenheit)",
"Event / reeferDetails / unitManufacturer",unitManufacturer,string,,maxLength=100,,,"Manufacturer name of the reefer unit",
"Event / reeferDetails / unitModel",unitModel,string,,maxLength=100,,,"Model of the reefer unit",
"Event / shipmentDetails",shipmentDetails,ShipmentDetails,,,,,"Shipment-specific details",
"Event / shipmentDetails / additionalDocumentReferences","additionalDocumentReferences","DocumentReference list",,,,,"List of additional document references related to this event",
"Event / shipmentDetails / additionalDocumentReferences / reference",reference,string,,maxLength=100,,123e4567e89b,"Reference identifying the document",
"Event / shipmentDetails / additionalDocumentReferences / referenceType",referenceType,string,,maxLength=100,,BOOKING,"Code used to denote the type of a document reference
- `ADVANCE_MANIFEST_FILING` - Advance Manifest Filing (of any subtype)
- `ARRIVAL_NOTICE` - Arrival Notice
- `BOOKING` - Booking
- `CARGO_SURVEY` - Cargo Survey
- `CARRIER_BOOKING_REQUEST` - Carrier Booking Request
- `CERTIFICATE_OF_ANALYSIS` - Certificate of Analysis
- `CERTIFICATE_OF_ORIGIN` - Certificate of Origin
- `CONTAINER_RELEASE_ORDER` - Container Release Order
- `CONTRACT_QUOTATION` - Contract Quotation
- `CUSTOMS_CLEARANCE` - Customs Clearance
- `DANGEROUS_GOODS_DECLARATION` - Dangerous Goods Declaration
- `DELIVERY_INSTRUCTIONS` - Delivery Instructions
- `DELIVERY_ORDER` - Delivery Order
- `FUMIGATION_CERTIFICATE` - Fumigation Certificate
- `HEALTH_CERTIFICATE` - Health Certificate
- `INSPECTION_CERTIFICATE` - Inspection Certificate
- `INVOICE` - Invoice
- `OUT_OF_GAUGE_DECLARATION` - Out of Gauge Declaration
- `PHYTOSANITARY_CERTIFICATE` - Phytosanitary Certificate
- `PROOF_OF_DELIVERY` - Proof of Delivery
- `SHIPPING_INSTRUCTIONS` - Shipping Instruction
- `TRANSPORT_DOCUMENT` - Transport Document
- `TRANSPORT_ORDER` - Transport Order
- `VERIFIED_GROSS_MASS` - Verified Gross Mass
- `VETERINARY_CERTIFICATE` - Veterinary Certificate",
"Event / shipmentDetails / documentReference",documentReference,DocumentReference,,,,,"Primary document reference associated with this event",
"Event / shipmentDetails / documentReference / reference",reference,string,,maxLength=100,,123e4567e89b,"Reference identifying the document",
"Event / shipmentDetails / documentReference / referenceType",referenceType,string,,maxLength=100,,BOOKING,"Code used to denote the type of a document reference
- `ADVANCE_MANIFEST_FILING` - Advance Manifest Filing (of any subtype)
- `ARRIVAL_NOTICE` - Arrival Notice
- `BOOKING` - Booking
- `CARGO_SURVEY` - Cargo Survey
- `CARRIER_BOOKING_REQUEST` - Carrier Booking Request
- `CERTIFICATE_OF_ANALYSIS` - Certificate of Analysis
- `CERTIFICATE_OF_ORIGIN` - Certificate of Origin
- `CONTAINER_RELEASE_ORDER` - Container Release Order
- `CONTRACT_QUOTATION` - Contract Quotation
- `CUSTOMS_CLEARANCE` - Customs Clearance
- `DANGEROUS_GOODS_DECLARATION` - Dangerous Goods Declaration
- `DELIVERY_INSTRUCTIONS` - Delivery Instructions
- `DELIVERY_ORDER` - Delivery Order
- `FUMIGATION_CERTIFICATE` - Fumigation Certificate
- `HEALTH_CERTIFICATE` - Health Certificate
- `INSPECTION_CERTIFICATE` - Inspection Certificate
- `INVOICE` - Invoice
- `OUT_OF_GAUGE_DECLARATION` - Out of Gauge Declaration
- `PHYTOSANITARY_CERTIFICATE` - Phytosanitary Certificate
- `PROOF_OF_DELIVERY` - Proof of Delivery
- `SHIPPING_INSTRUCTIONS` - Shipping Instruction
- `TRANSPORT_DOCUMENT` - Transport Document
- `TRANSPORT_ORDER` - Transport Order
- `VERIFIED_GROSS_MASS` - Verified Gross Mass
- `VETERINARY_CERTIFICATE` - Veterinary Certificate",
"Event / shipmentDetails / documentReferenceReplacements","documentReferenceReplacements","DocumentReferenceReplacement list",,,,,"List of document replacements related to this event",
"Event / shipmentDetails / documentReferenceReplacements / newReferences",newReferences,"DocumentReference list",,,,,"References of the documents replacing those with the `oldReferences`.",
"Event / shipmentDetails / documentReferenceReplacements / newReferences / reference",reference,string,,maxLength=100,,123e4567e89b,"Reference identifying the document",
